Sim_index	S	omega_T	omega_P	sigma_e	disp_shape	disp_scale	seed	divergence_factor	max_species	max_coex_sp	start_species	init_ab	grid_cell_distance	finished	final_timestep	initial_nb_species	final_nb_species	sp_events	ex_events	exchanged	prop_col_area	div_col	dist_to_isthmus	start_biome
Simulation_19	1.684	0.075	0.199	0.1	0.574	0.634	19	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	1552.92738212813	1
Simulation_20	1.935	0.018	0.167	0.046	2.142	0.747	20	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	9183.55936576675	5
Simulation_21	2.941	0.063	0.293	0.118	0.887	0.294	21	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6287.78994692632	4
Simulation_22	2.438	0.041	0.23	0.009	1.515	0.973	22	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	4525.34619527412	3
Simulation_23	1.432	0.086	0.104	0.082	2.77	0.521	23	0.05	12000	1000	1	500	111	0	97	1	2926	2937	11	1	0.78879813302217	12	4637.2799523033	4
Simulation_24	1.306	0.024	0.183	0.128	2.613	0.464	24	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7311.8049271997	5
Simulation_25	2.312	0.069	0.057	0.055	1.358	0.917	25	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	7541.5319045457	4
Simulation_26	2.815	0.046	0.12	0.091	0.73	0.238	26	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5372.48142612303	4
Simulation_27	1.809	0.092	0.246	0.018	1.985	0.691	27	0.05	12000	1000	1	500	111	1	0	1	351	351	0	0	-1	-1	8065.82503850331	4
Simulation_28	1.558	0.035	0.089	0.146	1.044	0.577	28	0.05	12000	1000	1	500	111	1	0	1	141	143	2	1	0.598016336056009	9	3686.11388509644	2
Simulation_29	2.564	0.08	0.214	0.073	2.299	0.125	29	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7343.13670908434	5
Simulation_30	2.061	0.012	0.277	0.109	2.926	0.804	30	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6687.03532426982	4
Simulation_31	1.055	0.058	0.151	0.037	1.672	0.351	31	0.05	12000	1000	1	500	111	1	0	1	237	237	0	0	-1	-1	3644.01164375134	3
Simulation_32	1.086	0.034	0.202	0.089	2.26	0.676	32	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6153.55734404844	4
Simulation_33	2.092	0.079	0.077	0.016	1.005	0.224	33	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6340.5943928399	4
Simulation_34	2.595	0.011	0.14	0.125	1.632	0.903	34	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6906.36777228064	4
Simulation_35	1.589	0.056	0.265	0.052	2.887	0.45	35	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	4699.54385083562	2
Simulation_36	1.841	0.022	0.108	0.107	1.319	0.337	36	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	4722.3172645792	3
Simulation_37	2.847	0.068	0.234	0.034	2.574	0.79	37	0.05	12000	1000	1	500	111	1	0	1	56	56	0	0	-1	-1	4959.91767498739	2
Simulation_38	2.344	0.045	0.297	0.143	1.946	0.111	38	0.05	12000	1000	1	500	111	1	0	1	15	15	0	1	0.603850641773629	3	3210.43318487002	3
Simulation_39	1.338	0.09	0.171	0.071	0.691	0.563	39	0.05	12000	1000	1	500	111	1	0	1	2	2	0	0	-1	-1	5235.63533779198	4
Simulation_40	1.464	0.017	0.25	0.025	0.848	0.62	40	0.05	12000	1000	1	500	111	1	0	1	276	280	4	1	0.542590431738623	12	798.366604598277	1
Simulation_41	2.47	0.062	0.124	0.098	2.103	0.167	41	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	3887.21265792509	2
Simulation_42	2.972	0.039	0.061	0.062	2.73	0.846	42	0.05	12000	1000	1	500	111	1	0	1	63	66	3	0	-1	-1	6176.28533428443	5
Simulation_43	1.967	0.085	0.187	0.134	1.475	0.394	43	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	4808.27846027052	4
Simulation_44	1.715	0.051	0.155	0.007	2.417	0.507	44	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	4078.06465310618	2
Simulation_45	2.721	0.096	0.281	0.08	1.162	0.959	45	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	6509.7827955577	3
Simulation_46	2.218	0.028	0.218	0.043	0.534	0.28	46	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	4356.11592548544	2
Simulation_47	1.212	0.073	0.093	0.116	1.789	0.733	47	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6084.31120074718	4
Simulation_48	1.149	0.031	0.116	0.148	2.966	0.988	48	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5192.31945140488	2
Simulation_49	2.155	0.076	0.242	0.075	1.711	0.535	49	0.05	12000	1000	1	500	111	1	0	1	222	222	0	1	0.704784130688448	5	3402.05044170747	3
Simulation_50	2.658	0.053	0.179	0.112	1.083	0.761	50	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5623.96685037513	4
Simulation_51	1.652	0.099	0.053	0.039	2.338	0.309	51	0.05	12000	1000	1	500	111	0	17	1	1164	1164	0	1	0.900233372228705	1162	3550.64573762718	3
Simulation_52	1.904	0.042	0.273	0.13	0.77	0.195	52	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6099.65475815905	4
Simulation_53	2.91	0.087	0.148	0.057	2.025	0.648	53	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5119.20927844193	2
Simulation_54	2.407	0.02	0.085	0.093	2.652	0.422	54	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	9061.21221229422	4
Simulation_55	1.401	0.065	0.21	0.021	1.397	0.874	55	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5051.80314062141	4
Simulation_56	1.275	0.048	0.069	0.048	1.554	0.818	56	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	9144.61845421503	4
Simulation_57	2.281	0.093	0.195	0.121	2.809	0.365	57	0.05	12000	1000	1	500	111	1	0	1	1	1	0	1	0.340723453908985	1	2815.32267737443	2
Simulation_58	2.784	0.025	0.257	0.012	2.181	0.592	58	0.05	12000	1000	1	500	111	1	0	1	344	345	1	0	-1	-1	9004.85051592	4
Simulation_59	1.778	0.07	0.132	0.084	0.926	0.139	59	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7720.3453729658	5
Simulation_60	1.527	0.014	0.226	0.066	1.868	0.252	60	0.05	12000	1000	1	500	111	1	0	1	530	536	6	0	-1	-1	3507.91241748923	3
Simulation_61	2.532	0.059	0.1	0.139	0.613	0.705	61	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5842.49212074588	4
Simulation_62	2.029	0.037	0.163	0.03	1.24	0.478	62	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6595.18789989823	4
Simulation_63	1.024	0.082	0.289	0.103	2.495	0.931	63	0.05	12000	1000	1	500	111	1	0	1	49	49	0	0	-1	-1	8787.71234525781	4
Simulation_64	1.039	0.046	0.161	0.122	1.025	0.882	64	0.05	12000	1000	1	500	111	1	0	1	2	2	0	0	-1	-1	4590.68215608864	4
Simulation_65	2.045	0.091	0.287	0.049	2.279	0.429	65	0.05	12000	1000	1	500	111	1	0	1	547	547	0	1	0.91073512252042	547	1593.8517988332	1
Simulation_66	2.548	0.023	0.224	0.085	2.907	0.655	66	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5774.07279539982	4
Simulation_67	1.542	0.068	0.099	0.013	1.652	0.203	67	0.05	12000	1000	1	500	111	1	0	1	29	29	0	0	-1	-1	4496.46340634304	2
Simulation_68	1.794	0.012	0.255	0.14	2.593	0.316	68	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5146.60147710975	2
Simulation_69	2.8	0.057	0.13	0.067	1.338	0.768	69	0.05	12000	1000	1	500	111	1	0	1	5	5	0	0	-1	-1	4722.8953417331	2
Simulation_70	2.297	0.034	0.067	0.104	0.711	0.542	70	0.05	12000	1000	1	500	111	1	0	1	1	2	1	0	-1	-1	3430.6444995479	3
Simulation_71	1.291	0.08	0.193	0.031	1.966	0.995	71	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5140.02130145498	4
Simulation_72	1.417	0.029	0.083	0.076	2.123	0.938	72	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6171.14704136259	4
Simulation_73	2.422	0.074	0.208	0.149	0.868	0.485	73	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6257.63227088988	4
Simulation_74	2.925	0.051	0.271	0.04	1.495	0.712	74	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5400.59266823569	2
Simulation_75	1.919	0.097	0.146	0.113	2.75	0.259	75	0.05	12000	1000	1	500	111	1	0	1	34	34	0	1	0.810385064177363	34	2718.11603648608	2
Simulation_76	1.668	0.04	0.177	0.058	1.181	0.146	76	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5578.96514522013	3
Simulation_77	2.674	0.085	0.051	0.131	2.436	0.599	77	0.05	12000	1000	1	500	111	1	0	1	188	192	4	1	0.710618436406068	3	7300.83547279573	4
Simulation_78	2.171	0.017	0.114	0.022	1.809	0.372	78	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	4532.36379714272	4
Simulation_79	1.165	0.063	0.24	0.095	0.554	0.825	79	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	3641.31294421125	3
Simulation_80	1.228	0.02	0.216	0.099	1.73	0.57	80	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	8874.54741412224	4
Simulation_81	2.234	0.066	0.091	0.026	2.985	0.118	81	0.05	12000	1000	1	500	111	1	0	1	104	104	0	1	0.738623103850642	103	2914.83474279039	2
Simulation_82	2.737	0.043	0.153	0.136	2.358	0.797	82	0.05	12000	1000	1	500	111	1	0	1	35	36	1	1	0.628354725787631	3	5498.30755373344	3
Simulation_83	1.731	0.088	0.279	0.063	1.103	0.344	83	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6503.04896795003	4
Simulation_84	1.982	0.054	0.059	0.081	2.044	0.457	84	0.05	12000	1000	1	500	111	0	49	1	2053	2067	14	1	0.712952158693116	15	4604.73791640531	4
Simulation_85	2.988	0.099	0.185	0.008	0.789	0.91	85	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	3513.41688064546	2
Simulation_86	2.485	0.032	0.248	0.117	1.417	0.231	86	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7156.66258746864	4
Simulation_87	1.479	0.077	0.122	0.045	2.672	0.683	87	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	4947.96292867723	4
Simulation_88	1.354	0.037	0.295	0.017	2.828	0.74	88	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5963.72302127975	4
Simulation_89	2.36	0.082	0.169	0.09	1.574	0.287	89	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7051.26976976229	4
Simulation_90	2.862	0.015	0.106	0.054	0.946	0.966	90	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7790.02636074101	5
Simulation_91	1.857	0.06	0.232	0.126	2.201	0.514	91	0.05	12000	1000	1	500	111	0	10	1	1624	1634	10	1	0.749124854142357	107	5121.4636864265	4
Simulation_92	1.605	0.026	0.138	0.035	0.632	0.401	92	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6666.34570641998	4
Simulation_93	2.611	0.071	0.263	0.108	1.887	0.853	93	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	6978.42618697144	5
Simulation_94	2.108	0.049	0.2	0.072	2.515	0.174	94	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7926.69219151911	4
Simulation_95	1.102	0.094	0.075	0.145	1.26	0.627	95	0.05	12000	1000	1	500	111	0	25	1	1469	1476	7	1	1	1173	2743.48215804232	3
Simulation_96	1.071	0.022	0.283	0.056	1.77	0.528	96	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7866.41749121688	5
Simulation_97	2.077	0.067	0.157	0.129	0.515	0.981	97	0.05	12000	1000	1	500	111	1	0	1	1	1	0	1	0.088681446907818	1	7622.21585458465	4
Simulation_98	2.58	0.044	0.095	0.02	1.142	0.302	98	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7828.38242031868	5
Simulation_99	1.574	0.09	0.22	0.092	2.397	0.754	99	0.05	12000	1000	1	500	111	1	0	1	179	182	3	0	-1	-1	3830.93110583904	3
Simulation_100	1.825	0.033	0.126	0.074	1.456	0.641	100	0.05	12000	1000	1	500	111	1	0	1	1651	1658	7	1	0.64585764294049	425	1910.25658429938	1
Simulation_101	2.831	0.078	0.251	0.147	2.711	0.188	101	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	4808.3865548768	4
Simulation_102	2.328	0.01	0.189	0.038	2.083	0.867	102	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7278.77314366829	5
Simulation_103	1.322	0.056	0.063	0.11	0.828	0.415	103	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7907.42453695896	5
Simulation_104	1.448	0.05	0.236	0.138	0.672	0.358	104	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6579.08196400559	4
Simulation_105	2.454	0.095	0.11	0.065	1.926	0.811	105	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6467.79155222795	4
Simulation_106	2.957	0.027	0.173	0.101	2.554	0.132	106	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6157.98801699524	4
Simulation_107	1.951	0.073	0.299	0.029	1.299	0.584	107	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7653.93871589667	5
Simulation_108	1.699	0.016	0.079	0.12	2.868	0.698	108	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5610.46434397701	3
Simulation_109	2.705	0.061	0.204	0.047	1.613	0.245	109	0.05	12000	1000	1	500	111	1	0	1	2	2	0	0	-1	-1	3320.12169378307	3
Simulation_110	2.202	0.039	0.267	0.083	0.985	0.924	110	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6233.31966848033	4
Simulation_111	1.196	0.084	0.142	0.01	2.24	0.471	111	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5637.75734313355	4
Simulation_112	1.134	0.041	0.102	0.033	2.475	0.217	112	0.05	12000	1000	1	500	111	1	0	1	2	2	0	0	-1	-1	8476.45809857228	4
Simulation_113	2.139	0.087	0.228	0.106	1.221	0.669	113	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5624.88703206687	4
Simulation_114	2.642	0.019	0.291	0.07	0.593	0.443	114	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7804.64174383532	4
Simulation_115	1.637	0.064	0.165	0.142	1.848	0.896	115	0.05	12000	1000	1	500	111	1	0	1	6	6	0	0	-1	-1	5124.00766474821	3
Simulation_116	1.888	0.03	0.197	0.015	0.907	0.783	116	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5869.27422211534	4
Simulation_117	2.894	0.075	0.071	0.088	2.162	0.33	117	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	4604.73791640531	4
Simulation_118	2.391	0.053	0.134	0.051	2.789	0.556	118	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5591.76794547674	4
Simulation_119	1.385	0.098	0.259	0.124	1.534	0.104	119	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	4704.44828943885	4
Simulation_120	1.259	0.013	0.15	0.079	1.377	0.16	120	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5451.96140976076	2
Simulation_121	2.265	0.058	0.275	0.006	2.632	0.613	121	0.05	12000	1000	1	500	111	1	0	1	32	32	0	0	-1	-1	3161.51358023528	2
Simulation_122	2.768	0.036	0.212	0.115	2.005	0.386	122	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7512.89399039767	4
Simulation_123	1.762	0.081	0.087	0.042	0.75	0.839	123	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7217.77733688993	4
Simulation_124	1.511	0.047	0.244	0.097	2.319	0.952	124	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	4931.75392782851	3
Simulation_125	2.517	0.092	0.118	0.024	1.064	0.5	125	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	4397.4732269091	4
Simulation_126	2.014	0.024	0.055	0.133	1.691	0.726	126	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5455.19735041239	4
Simulation_127	1.008	0.07	0.181	0.06	2.946	0.273	127	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7169.19158227892	5
Simulation_128	1.016	0.04	0.247	0.142	1.662	0.475	128	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7411.3118567694	5
Simulation_129	2.022	0.085	0.121	0.069	2.917	0.928	129	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7189.60388712162	4
Simulation_130	2.525	0.017	0.058	0.105	2.289	0.249	130	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	4511.42728480223	4
Simulation_131	1.519	0.062	0.184	0.033	1.034	0.701	131	0.05	12000	1000	1	500	111	1	0	1	6	7	1	0	-1	-1	4872.26724547066	2
Simulation_132	1.77	0.028	0.152	0.124	1.975	0.588	132	0.05	12000	1000	1	500	111	1	0	1	2128	2147	19	1	0.557176196032672	50	3980.99331143716	2
Simulation_133	2.776	0.074	0.278	0.051	0.721	0.135	133	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6128.69669800444	4
Simulation_134	2.273	0.051	0.215	0.087	1.348	0.814	134	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	4842.25363161903	4
Simulation_135	1.267	0.096	0.09	0.014	2.603	0.362	135	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5828.73024814921	4
Simulation_136	1.393	0.011	0.2	0.042	2.76	0.418	136	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6612.61632320115	4
Simulation_137	2.399	0.057	0.074	0.114	1.505	0.871	137	0.05	12000	1000	1	500	111	1	0	1	6	6	0	1	0.649358226371062	1	3769.80734216704	2
Simulation_138	2.902	0.034	0.137	0.005	0.877	0.192	138	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5854.15566602862	4
Simulation_139	1.896	0.079	0.262	0.078	2.132	0.645	139	0.05	12000	1000	1	500	111	1	0	1	152	154	2	1	0.684947491248541	3	3025.60387605326	3
Simulation_140	1.644	0.045	0.105	0.06	0.564	0.758	140	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6776.31225181587	4
Simulation_141	2.65	0.091	0.231	0.133	1.819	0.305	141	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5584.94781851817	4
Simulation_142	2.147	0.023	0.294	0.023	2.446	0.984	142	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5413.49327467193	4
Simulation_143	1.141	0.068	0.168	0.096	1.191	0.531	143	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6176.02943616597	4
Simulation_144	1.204	0.026	0.066	0.092	1.113	0.277	144	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	4980.041991029	4
Simulation_145	2.21	0.071	0.192	0.019	2.368	0.729	145	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6398.79342070168	4
Simulation_146	2.713	0.048	0.254	0.128	2.995	0.503	146	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	7815.80419642317	4
Simulation_147	1.707	0.093	0.129	0.055	1.74	0.956	147	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	8760.74466448168	4
Simulation_148	1.959	0.037	0.223	0.11	2.681	0.843	148	0.05	12000	1000	1	500	111	1	0	1	224	225	1	1	0.601516919486581	13	2774.88278694523	2
Simulation_149	2.965	0.082	0.098	0.037	1.426	0.39	149	0.05	12000	1000	1	500	111	1	0	1	48	48	0	0	-1	-1	7785.21491489508	4
Simulation_150	2.462	0.014	0.16	0.146	0.799	0.616	150	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	4525.92427242802	3
Simulation_151	1.456	0.06	0.286	0.074	2.054	0.164	151	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6678.12910479624	4
Simulation_152	1.33	0.054	0.113	0.028	2.211	0.107	152	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5722.20555043624	4
Simulation_153	2.336	0.099	0.239	0.101	0.956	0.56	153	0.05	12000	1000	1	500	111	1	0	1	2	2	0	0	-1	-1	4559.84296260248	2
Simulation_154	2.839	0.031	0.176	0.064	1.583	0.333	154	0.05	12000	1000	1	500	111	1	0	1	206	206	0	1	0.568844807467911	31	1593.8517988332	2
Simulation_155	1.833	0.076	0.05	0.137	2.838	0.786	155	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6686.59219444417	4
Simulation_156	1.582	0.02	0.27	0.01	1.27	0.899	156	0.05	12000	1000	1	500	111	1	0	1	141	146	5	1	0.47024504084014	3	3651.6495545647	3
Simulation_157	2.587	0.065	0.145	0.083	2.525	0.447	157	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6257.63227088988	4
Simulation_158	2.084	0.043	0.082	0.046	1.897	0.673	158	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	4912.01024323076	4
Simulation_159	1.079	0.088	0.207	0.119	0.642	0.22	159	0.05	12000	1000	1	500	111	0	48	1	1782	1823	41	1	0.851808634772462	20	4027.90217514412	2
Simulation_160	1.11	0.016	0.133	0.062	2.407	0.828	160	0.05	12000	1000	1	500	111	0	36	1	3191	3284	93	0	-1	-1	4078.54548970024	3
Simulation_161	2.116	0.061	0.258	0.135	1.152	0.376	161	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5021.62989312868	4
Simulation_162	2.619	0.038	0.196	0.026	0.525	0.602	162	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	7531.68063626258	5
Simulation_163	1.613	0.084	0.07	0.099	1.779	0.15	163	0.05	12000	1000	1	500	111	1	0	1	1	1	0	0	-1	-1	3550.64573762718	3
Simulation_164	1.864	0.05	0.29	0.044	0.838	0.263	164	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6963.47620101275	4
Simulation_165	2.87	0.095	0.164	0.117	2.093	0.715	165	0.05	12000	1000	1	500	111	1	0	1	44	44	0	1	0.519836639439907	4	3785.28495538238	3
Simulation_166	2.367	0.027	0.101	0.008	2.721	0.489	166	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5956.9148530769	4
Simulation_167	1.361	0.072	0.227	0.08	1.466	0.942	167	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	6409.71588185469	4
Simulation_168	1.487	0.033	0.054	0.126	1.309	0.998	168	0.05	12000	1000	1	500	111	1	0	1	14	14	0	1	0.592765460910152	5	4771.14130478315	3
Simulation_169	2.493	0.078	0.18	0.053	2.564	0.546	169	0.05	12000	1000	1	500	111	1	0	1	237	242	5	0	-1	-1	8328.76576146527	5
Simulation_170	2.996	0.01	0.243	0.089	1.936	0.772	170	0.05	12000	1000	1	500	111	1	0	1	0	1	1	-1	-1	-1	5483.78593256906	4
